575;428;50
0;-1;0;0
17056;Forsch,Broosnica,Forsch, Broosnica - Odinochestvo V Seti.mp3;-1769;320
Zombie2_Run_2.png;9863;419;3
Zombie2_Run_2.png;10099;419;3
Zombie4_Run_2.png;9663;403;7
Zombie4_Run_2.png;9899;407;7
Zombie4_Run_2.png;9799;399;7
Zombie3_Run_2.png;9699;419;5
Zombie_Run.png;9599;423;1
Zombie3_Run_2.png;9163;423;5
Zombie4_Run_2.png;9399;411;7
Zombie4_Run_2.png;8963;415;7
Zombie2_Run_2.png;8863;411;3
Zombie3_Run_2.png;8763;415;5
Zombie2_Run_2.png;8663;407;3
Zombie4_Run_2.png;8899;403;7
Zombie4_Run_2.png;8799;419;7
Zombie4_Run_2.png;8699;403;7
Zombie4_Run_2.png;8263;407;7
Zombie4_Run_2.png;8163;403;7
Zombie4_Run_2.png;8063;407;7
Zombie2_Run_2.png;7963;411;3
Zombie4_Run_2.png;7863;407;7
Zombie4_Run_2.png;7763;403;7
Zombie3_Run_2.png;7663;399;5
Zombie2_Run_2.png;7563;411;3
Zombie_Run.png;7463;403;1
Zombie4_Run_2.png;7363;423;7
Zombie4_Run_2.png;7263;407;7
Zombie3_Run_2.png;7163;407;5
Zombie3_Run_2.png;7399;407;5
Zombie_Run.png;7299;407;1
Zombie3_Run_2.png;6863;407;5
Zombie3_Run_2.png;6763;411;5
Zombie_Run.png;6999;399;1
Zombie3_Run_2.png;6563;403;5
Zombie2_Run_2.png;6799;407;3
Zombie3_Run_2.png;6363;407;5
Zombie4_Run_2.png;6599;407;7
Zombie3_Run_2.png;6499;407;5
Zombie2_Run_2.png;6399;399;3
Zombie3_Run_2.png;6299;407;5
Zombie2_Run_2.png;6199;403;3
Zombie2_Run_2.png;6099;415;3
Zombie3_Run_2.png;5999;411;5
Zombie2_Run_2.png;5899;411;3
Zombie4_Run_2.png;5463;407;7
Zombie3_Run_2.png;5699;467;5
Zombie2_Run_2.png;5599;411;3
Zombie_Run.png;5163;423;1
Zombie2_Run_2.png;5399;419;3
Zombie4_Run_2.png;5299;423;7
Zombie2_Run_2.png;5199;419;3
Zombie2_Run_2.png;4763;419;3
Zombie3_Run_2.png;4663;407;5
Zombie2_Run_2.png;4899;431;3
Zombie2_Run_2.png;4799;403;3
Zombie4_Run_2.png;4699;423;7
Zombie2_Run_2.png;4263;419;3
Zombie4_Run_2.png;4499;411;7
Zombie2_Run_2.png;4399;403;3
Zombie2_Run_2.png;4299;407;3
Zombie3_Run_2.png;3863;607;5
Zombie2_Run_2.png;3763;615;3
Zombie2_Run_2.png;3999;467;3
Zombie3_Run_2.png;3899;555;5
Zombie4_Run_2.png;3463;623;7
Zombie4_Run_2.png;3363;651;7
Zombie_Run.png;3263;647;1
Zombie2_Run_2.png;3499;631;3
Zombie4_Run_2.png;3063;607;7
Zombie3_Run_2.png;3299;659;5
Zombie3_Run_2.png;3199;639;5
Zombie4_Run_2.png;2763;627;7
Zombie4_Run_2.png;2663;627;7
Zombie_Run.png;2563;619;1
Zombie2_Run_2.png;2799;639;3
Zombie4_Run_2.png;2699;615;7
Zombie3_Run_2.png;2599;591;5
Zombie2_Run_2.png;2163;667;3
Zombie2_Run_2.png;2399;639;3
Zombie3_Run_2.png;2299;671;5
Zombie2_Run_2.png;1863;615;3
Zombie4_Run_2.png;1763;643;7
Zombie2_Run_2.png;1663;683;3
Zombie3_Run_2.png;1899;651;5
Zombie2_Run_2.png;1799;659;3
Zombie4_Run_2.png;1699;651;7
Zombie3_Run_2.png;1263;683;5
Zombie3_Run_2.png;1163;647;5
Zombie_Run.png;1063;655;1
Zombie4_Run_2.png;1299;675;7
Zombie2_Run_2.png;863;703;3
Zombie2_Run_2.png;325;679;3
Zombie2_Run_2.png;601;679;3
Zombie4_Run_2.png;665;687;7
Zombie_Run.png;220;663;1
Zombie2_Run_2.png;249;655;3
Zombie3_Run_2.png;275;655;5
Zombie2_Run_2.png;706;687;3
Zombie_Run.png;173;687;1
Zombie_Run.png;217;659;1
Zombie_Run.png;445;619;1
