576;410;50
0;-1;0;0
15722;Forsch,Broosnica,Forsch, Broosnica - Odinochestvo V Seti.mp3;-2148;368
Zombie2_Run_2.png;5714;461;3
Zombie3_Run_2.png;22128;2305;5
Zombie2_Run_2.png;16993;449;3
Zombie2_Run_2.png;3579;569;3
Zombie_Run.png;14380;581;1
Zombie4_Run_2.png;21485;2305;7
Zombie2_Run_2.png;2224;637;3
Zombie2_Run_2.png;19204;453;3
Zombie_Run.png;5043;469;1
Zombie3_Run_2.png;11622;453;5
Zombie2_Run_2.png;13655;465;3
Zombie3_Run_2.png;7379;449;5
Zombie_Run.png;10071;465;1
Zombie2_Run_2.png;14439;669;3
Zombie3_Run_2.png;5563;461;5
Zombie4_Run_2.png;13471;465;7
Zombie_Run.png;20117;449;1
Zombie_Run.png;3828;473;1
Zombie4_Run_2.png;4212;457;7
Zombie4_Run_2.png;20730;1965;7
Zombie_Run.png;5948;457;1
Zombie_Run.png;662;721;1
Zombie2_Run_2.png;14611;449;3
Zombie2_Run_2.png;20284;453;3
Zombie2_Run_2.png;6974;453;3
Zombie4_Run_2.png;19078;453;7
Zombie2_Run_2.png;4174;457;3
Zombie_Run.png;18506;449;1
Zombie_Run.png;7047;449;1
Zombie2_Run_2.png;5202;457;3
Zombie4_Run_2.png;7737;473;7
Zombie_Run.png;4495;457;1
Zombie4_Run_2.png;20303;453;7
Zombie_Run.png;13698;465;1
Zombie_Run.png;21305;2305;1
Zombie4_Run_2.png;2786;669;7
Zombie_Run.png;17646;469;1
Zombie3_Run_2.png;21342;2305;5
Zombie_Run.png;4619;469;1
Zombie2_Run_2.png;11439;469;3
Zombie_Run.png;2710;669;1
Zombie_Run.png;21206;2305;1
Zombie4_Run_2.png;7311;465;7
Zombie_Run.png;14174;445;1
Zombie3_Run_2.png;12640;621;5
Zombie_Run.png;844;729;1
Zombie4_Run_2.png;21361;2305;7
Zombie_Run.png;1107;701;1
Zombie2_Run_2.png;21605;2305;3
Zombie2_Run_2.png;13754;449;3
Zombie_Run.png;16217;461;1
Zombie_Run.png;844;729;1
Zombie4_Run_2.png;5977;453;7
Zombie4_Run_2.png;12169;597;7
Zombie3_Run_2.png;19291;449;5
Zombie2_Run_2.png;7797;461;3
Zombie3_Run_2.png;844;729;5
Zombie_Run.png;11583;465;1
Zombie4_Run_2.png;20576;777;7
Zombie4_Run_2.png;18210;449;7
Zombie_Run.png;16417;485;1
Zombie3_Run_2.png;6368;465;5
Zombie4_Run_2.png;10750;465;7
Zombie3_Run_2.png;6568;449;5
Zombie3_Run_2.png;14357;689;5
Zombie3_Run_2.png;15115;457;5
Zombie4_Run_2.png;9730;465;7
Zombie3_Run_2.png;16424;469;5
Zombie2_Run_2.png;844;729;3
Zombie_Run.png;6573;449;1
Zombie_Run.png;7693;457;1
Zombie4_Run_2.png;5175;453;7
Zombie3_Run_2.png;844;733;5
Zombie3_Run_2.png;9537;453;5
Zombie4_Run_2.png;22390;2305;7
Zombie_Run.png;12141;581;1
Zombie_Run.png;8809;457;1
Zombie4_Run_2.png;9749;461;7
Zombie_Run.png;6466;457;1
Zombie3_Run_2.png;6133;457;5
Zombie4_Run_2.png;11463;465;7
Zombie3_Run_2.png;7638;453;5
Zombie2_Run_2.png;13372;457;3
Zombie2_Run_2.png;14919;465;3
Zombie3_Run_2.png;3554;601;5
Zombie_Run.png;1576;701;1
Zombie3_Run_2.png;844;729;5
Zombie4_Run_2.png;21652;2305;7
Zombie_Run.png;10215;465;1
Zombie4_Run_2.png;16307;449;7
Zombie3_Run_2.png;4381;465;5
Zombie4_Run_2.png;2343;645;7
Zombie_Run.png;9448;453;1
Zombie2_Run_2.png;1743;685;3
Zombie2_Run_2.png;18802;453;3
Zombie4_Run_2.png;18118;469;7
Zombie3_Run_2.png;16426;473;5
Zombie2_Run_2.png;11133;449;3
Zombie2_Run_2.png;13731;453;3
Zombie_Run.png;15972;453;1
Zombie_Run.png;3574;569;1
Zombie2_Run_2.png;14824;449;3
Zombie_Run.png;12938;633;1
Zombie2_Run_2.png;16920;445;3
Zombie3_Run_2.png;10795;461;5
Zombie2_Run_2.png;11466;461;3
Zombie_Run.png;17343;441;1
Zombie2_Run_2.png;3222;645;3
Zombie_Run.png;21505;2305;1
Zombie3_Run_2.png;16562;449;5
Zombie4_Run_2.png;20269;449;7
Zombie2_Run_2.png;2309;677;3
Zombie_Run.png;4295;457;1
Zombie3_Run_2.png;15808;457;5
Zombie2_Run_2.png;7689;457;3
Zombie3_Run_2.png;5310;549;5
Zombie2_Run_2.png;4944;469;3
Zombie2_Run_2.png;3443;633;3
Zombie3_Run_2.png;5913;453;5
Zombie_Run.png;844;729;1
Zombie4_Run_2.png;13677;457;7
Zombie_Run.png;13836;461;1
Zombie4_Run_2.png;1541;697;7
Zombie_Run.png;9787;461;1
Zombie4_Run_2.png;16651;465;7
Zombie4_Run_2.png;9842;453;7
Zombie2_Run_2.png;4556;445;3
Zombie4_Run_2.png;22262;2305;7
Zombie_Run.png;1411;705;1
Zombie4_Run_2.png;8319;449;7
Zombie_Run.png;662;717;1
Zombie4_Run_2.png;19672;453;7
Zombie2_Run_2.png;7083;453;3
Zombie3_Run_2.png;14163;441;5
Zombie4_Run_2.png;6952;457;7
Zombie4_Run_2.png;18297;445;7
Zombie3_Run_2.png;10743;461;5
Zombie2_Run_2.png;3240;645;3
Zombie_Run.png;17334;457;1
Zombie2_Run_2.png;20344;445;3
Zombie_Run.png;8194;445;1
Zombie_Run.png;3888;465;1
Zombie2_Run_2.png;18987;457;3
Zombie_Run.png;15519;457;1
Zombie4_Run_2.png;20959;2305;7
Zombie_Run.png;10061;457;1
Zombie4_Run_2.png;21491;2305;7
Zombie_Run.png;7219;461;1
Zombie4_Run_2.png;16796;457;7
