575 428 42
0 -1 0 0
-947 559
38912 Fraunhofer Diffraction - Burning Bridges.mp3
Zombie4_Run_2.png 9615 659 7
Zombie2_Run_2.png 9515 647 3
Zombie2_Run_2.png 9415 643 3
Zombie4_Run_2.png 9315 639 7
Zombie_Run.png 9215 655 1
Zombie4_Run_2.png 9191 659 7
Zombie4_Run_2.png 9091 639 7
Zombie3_Run_2.png 8991 655 5
Zombie_Run.png 8891 647 1
Zombie2_Run_2.png 8715 647 3
Zombie2_Run_2.png 8691 651 3
Zombie2_Run_2.png 8591 663 3
Zombie3_Run_2.png 8415 659 5
Zombie4_Run_2.png 8315 651 7
Zombie_Run.png 8215 651 1
Zombie3_Run_2.png 8191 655 5
Zombie3_Run_2.png 8015 651 5
Zombie3_Run_2.png 7915 643 5
Zombie_Run.png 7815 643 1
Zombie3_Run_2.png 7791 651 5
Zombie_Run.png 7615 651 1
Zombie3_Run_2.png 7515 639 5
Zombie4_Run_2.png 7491 639 7
Zombie_Run.png 7315 647 1
Zombie3_Run_2.png 7291 655 5
Zombie2_Run_2.png 7115 655 3
Zombie4_Run_2.png 7091 659 7
Zombie_Run.png 6991 647 1
Zombie3_Run_2.png 6891 651 5
Zombie3_Run_2.png 6715 655 5
Zombie4_Run_2.png 6615 651 7
Zombie_Run.png 6515 635 1
Zombie3_Run_2.png 6491 635 5
Zombie2_Run_2.png 6391 647 3
Zombie4_Run_2.png 6215 635 7
Zombie4_Run_2.png 6115 651 7
Zombie3_Run_2.png 6015 655 5
Zombie3_Run_2.png 5991 651 5
Zombie2_Run_2.png 5815 663 3
Zombie_Run.png 5791 655 1
Zombie4_Run_2.png 5615 655 7
Zombie_Run.png 5515 651 1
Zombie3_Run_2.png 5491 651 5
Zombie_Run.png 5315 651 1
Zombie_Run.png 5215 655 1
Zombie4_Run_2.png 5115 655 7
Zombie_Run.png 5091 655 1
Zombie2_Run_2.png 4915 647 3
Zombie4_Run_2.png 4815 655 7
Zombie3_Run_2.png 4791 659 5
Zombie2_Run_2.png 4691 643 3
Zombie2_Run_2.png 4591 639 3
Zombie4_Run_2.png 4491 647 7
Zombie4_Run_2.png 4391 663 7
Zombie4_Run_2.png 4215 655 7
Zombie4_Run_2.png 4191 647 7
Zombie4_Run_2.png 4091 663 7
Zombie_Run.png 3915 655 1
Zombie4_Run_2.png 3891 663 7
Zombie2_Run_2.png 3791 651 3
Zombie4_Run_2.png 3615 647 7
Zombie3_Run_2.png 3515 639 5
Zombie2_Run_2.png 3491 647 3
Zombie3_Run_2.png 3315 647 4
Zombie4_Run_2.png 3291 655 7
Zombie3_Run_2.png 3191 651 5
Zombie_Run.png 3091 651 1
Zombie2_Run_2.png 2991 643 3
Zombie_Run.png 2815 655 1
Zombie3_Run_2.png 2791 651 5
Zombie2_Run_2.png 2615 651 3
Zombie4_Run_2.png 2591 651 7
Zombie4_Run_2.png 2491 655 7
Zombie2_Run_2.png 2391 651 3
Zombie_Run.png 2215 651 1
Zombie4_Run_2.png 2115 651 7
Zombie2_Run_2.png 2091 647 3
Zombie3_Run_2.png 1991 655 5
Zombie2_Run_2.png 1815 655 3
Zombie3_Run_2.png 1715 659 5
Zombie_Run.png 1615 663 1
Zombie4_Run_2.png 1591 659 7
Zombie2_Run_2.png 1415 667 3
Zombie2_Run_2.png 1315 655 3
Zombie4_Run_2.png 1215 655 7
Zombie3_Run_2.png 1115 663 5
Zombie_Run.png 1015 683 1
Zombie4_Run_2.png 553 685 5
Zombie_Run.png 553 681 1
Zombie4_Run_2.png 551 685 7
Zombie_Run.png 431 691 1
Zombie4_Run_2.png 551 681 7
Zombie_Run.png 551 693 1
Zombie4_Run_2.png 654 675 7
Zombie3_Run_2.png 551 685 5
Zombie2_Run_2.png 364 5231 3
Zombie2_Run_2.png 551 685 3
Zombie4_Run_2.png 551 689 7
Zombie3_Run_2.png 553 4833 5
Zombie2_Run_2.png 553 5485 3
Zombie3_Run_2.png -385 5483 5
