843;354;33
0;-1;268;-74
83466;Pryda - Shadows.mp3;-1224;374
Zombie_Run.png;9136;446;1
Zombie4_Run_2.png;9036;446;7
Zombie_Run.png;9416;446;1
Zombie4_Run_2.png;8836;446;7
Zombie_Run.png;8736;446;1
Zombie4_Run_2.png;9116;446;7
Zombie2_Run_2.png;8536;446;3
Zombie2_Run_2.png;8436;446;3
Zombie2_Run_2.png;8336;446;3
Zombie2_Run_2.png;8716;446;3
Zombie2_Run_2.png;8616;450;3
Zombie_Run.png;8516;446;1
Zombie2_Run_2.png;7936;446;3
Zombie_Run.png;7836;450;1
Zombie4_Run_2.png;8216;446;7
Zombie2_Run_2.png;8116;450;3
Zombie2_Run_2.png;8016;446;3
Zombie_Run.png;7916;446;1
Zombie4_Run_2.png;7336;446;7
Zombie4_Run_2.png;7236;450;7
Zombie3_Run_2.png;7616;446;5
Zombie2_Run_2.png;7036;534;3
Zombie3_Run_2.png;7416;446;5
Zombie_Run.png;6836;574;1
Zombie3_Run_2.png;6736;550;5
Zombie_Run.png;7116;522;1
Zombie4_Run_2.png;6536;574;7
Zombie2_Run_2.png;6916;598;3
Zombie_Run.png;6816;566;1
Zombie2_Run_2.png;6236;566;3
Zombie4_Run_2.png;6616;510;7
Zombie3_Run_2.png;6036;590;5
Zombie4_Run_2.png;5936;566;7
Zombie4_Run_2.png;5836;574;7
Zombie2_Run_2.png;6216;534;3
Zombie3_Run_2.png;5636;602;5
Zombie3_Run_2.png;5536;482;5
Zombie2_Run_2.png;5436;594;3
Zombie4_Run_2.png;5336;490;7
Zombie2_Run_2.png;5716;650;3
Zombie_Run.png;5616;538;1
Zombie4_Run_2.png;5036;518;7
Zombie3_Run_2.png;5416;538;5
Zombie3_Run_2.png;5316;642;5
Zombie3_Run_2.png;4736;646;5
Zombie3_Run_2.png;5116;566;5
Zombie_Run.png;4536;530;1
Zombie4_Run_2.png;4916;642;7
Zombie4_Run_2.png;4816;670;7
Zombie4_Run_2.png;4236;450;7
Zombie2_Run_2.png;4616;514;3
Zombie_Run.png;4516;462;1
Zombie2_Run_2.png;3936;446;3
Zombie2_Run_2.png;3836;446;3
Zombie4_Run_2.png;3736;446;7
Zombie3_Run_2.png;3636;450;5
Zombie3_Run_2.png;4016;446;5
Zombie_Run.png;3916;450;1
Zombie_Run.png;3336;446;1
Zombie2_Run_2.png;3236;454;3
Zombie3_Run_2.png;3136;446;5
Zombie2_Run_2.png;3516;454;3
Zombie4_Run_2.png;3416;446;7
Zombie_Run.png;3316;454;1
Zombie3_Run_2.png;2736;446;5
Zombie_Run.png;3116;450;1
Zombie4_Run_2.png;3016;458;7
Zombie4_Run_2.png;2436;450;7
Zombie_Run.png;2816;450;1
Zombie2_Run_2.png;2716;462;3
Zombie3_Run_2.png;2136;446;5
Zombie3_Run_2.png;2036;446;5
Zombie3_Run_2.png;1936;446;5
Zombie3_Run_2.png;2316;454;5
Zombie_Run.png;2216;446;1
Zombie_Run.png;2116;450;1
Zombie4_Run_2.png;2016;450;7
Zombie_Run.png;1436;454;1
Zombie4_Run_2.png;1816;450;7
Zombie_Run.png;1716;450;1
Zombie2_Run_2.png;786;454;3
Zombie4_Run_2.png;1032;450;3
Zombie4_Run_2.png;1416;450;7
Zombie_Run.png;1316;462;1
Zombie4_Run_2.png;782;452;6
Zombie4_Run_2.png;762;8654;7
Zombie3_Run_2.png;762;8650;5
Zombie4_Run_2.png;762;8718;7
Zombie3_Run_2.png;762;10410;5
Zombie4_Run_2.png;762;10654;7
Zombie2_Run_2.png;762;10654;3
Zombie4_Run_2.png;786;10656;7
Zombie_Run.png;786;10656;1
Zombie4_Run_2.png;-564;10654;7
Zombie2_Run_2.png;-184;10654;3
Zombie_Run.png;-284;10654;1
Zombie_Run.png;-384;10654;1
