937 428 30
0 -1 362 0
-530 229
Zombie4_Run_2.png 10067 327 7
Zombie2_Run_2.png 9973 319 3
Zombie2_Run_2.png 9873 311 3
Zombie4_Run_2.png 9773 331 7
Zombie3_Run_2.png 9667 315 5
Zombie3_Run_2.png 9567 315 5
Zombie3_Run_2.png 9467 327 5
Zombie_Run.png 9373 335 1
Zombie2_Run_2.png 9273 315 3
Zombie_Run.png 9167 315 1
Zombie2_Run_2.png 9067 311 3
Zombie_Run.png 8967 311 1
Zombie3_Run_2.png 8873 311 5
Zombie4_Run_2.png 8767 323 7
Zombie2_Run_2.png 8667 311 3
Zombie4_Run_2.png 8573 315 7
Zombie_Run.png 8467 319 1
Zombie2_Run_2.png 8373 315 3
Zombie_Run.png 8267 315 1
Zombie2_Run_2.png 8167 311 3
Zombie3_Run_2.png 8067 319 5
Zombie3_Run_2.png 7973 319 5
Zombie2_Run_2.png 7873 327 3
Zombie4_Run_2.png 7767 315 7
Zombie2_Run_2.png 7673 323 3
Zombie2_Run_2.png 7567 319 3
Zombie3_Run_2.png 7473 315 5
Zombie2_Run_2.png 7367 311 3
Zombie2_Run_2.png 7273 311 3
Zombie_Run.png 7167 395 1
Zombie2_Run_2.png 7067 503 3
Zombie4_Run_2.png 6973 503 7
Zombie3_Run_2.png 6873 315 5
Zombie3_Run_2.png 6767 323 5
Zombie4_Run_2.png 6667 331 7
Zombie4_Run_2.png 6573 323 7
Zombie_Run.png 6473 323 1
Zombie_Run.png 6367 327 1
Zombie3_Run_2.png 6267 327 5
Zombie4_Run_2.png 6173 307 7
Zombie_Run.png 6067 327 1
Zombie3_Run_2.png 5967 319 5
Zombie4_Run_2.png 5867 323 7
Zombie2_Run_2.png 5773 331 3
Zombie_Run.png 5667 319 1
Zombie4_Run_2.png 5573 311 7
Zombie_Run.png 5473 323 1
Zombie2_Run_2.png 5373 351 3
Zombie2_Run_2.png 5267 367 2
Zombie2_Run_2.png 5173 435 3
Zombie3_Run_2.png 5067 495 5
Zombie_Run.png 4967 499 1
Zombie4_Run_2.png 4867 519 7
Zombie2_Run_2.png 4767 531 3
Zombie2_Run_2.png 4667 555 3
Zombie2_Run_2.png 4573 571 3
Zombie3_Run_2.png 4467 551 5
Zombie3_Run_2.png 4367 511 5
Zombie2_Run_2.png 4273 503 3
Zombie_Run.png 4173 519 1
Zombie4_Run_2.png 4067 547 7
Zombie_Run.png 3973 507 1
Zombie2_Run_2.png 3873 495 3
Zombie3_Run_2.png 3767 539 5
Zombie_Run.png 3667 527 1
Zombie3_Run_2.png 3573 575 5
Zombie4_Run_2.png 3467 523 7
Zombie2_Run_2.png 3373 551 3
Zombie4_Run_2.png 3267 563 7
Zombie_Run.png 3173 555 1
Zombie3_Run_2.png 3067 563 5
Zombie3_Run_2.png 2973 555 5
Zombie2_Run_2.png 2873 575 3
Zombie4_Run_2.png 2773 555 7
Zombie_Run.png 2667 563 1
Zombie2_Run_2.png 2567 591 3
Zombie_Run.png 2473 591 1
Zombie_Run.png 2367 583 1
Zombie4_Run_2.png 2267 595 7
Zombie2_Run_2.png 2173 583 3
Zombie4_Run_2.png 2067 607 7
Zombie_Run.png 1973 603 1
Zombie2_Run_2.png 1873 599 3
Zombie2_Run_2.png 1767 591 3
Zombie3_Run_2.png 1673 523 4
Zombie4_Run_2.png 899 553 7
Zombie_Run.png 899 553 1
Zombie3_Run_2.png 952 583 1
Zombie4_Run_2.png 855 557 1
Zombie3_Run_2.png 855 557 5
Zombie2_Run_2.png 913 7605 3
Zombie_Run.png 899 553 1
Zombie2_Run_2.png 899 6809 3
Zombie_Run.png 899 7605 1
Zombie4_Run_2.png 267 7603 7
Zombie4_Run_2.png 173 7603 7
Zombie2_Run_2.png 67 7603 3
