847 428 50
0 -1 272 0
-535 481
Zombie_Run.png 10047 569 1
Zombie2_Run_2.png 9947 569 3
Zombie3_Run_2.png 9847 573 5
Zombie4_Run_2.png 9783 557 7
Zombie2_Run_2.png 9647 561 3
Zombie2_Run_2.png 9583 577 3
Zombie2_Run_2.png 9447 577 3
Zombie2_Run_2.png 9383 573 3
Zombie_Run.png 9283 561 1
Zombie4_Run_2.png 9147 569 7
Zombie_Run.png 9047 565 1
Zombie_Run.png 8983 577 1
Zombie4_Run_2.png 8883 573 7
Zombie3_Run_2.png 8747 561 5
Zombie2_Run_2.png 8647 573 3
Zombie2_Run_2.png 8547 573 3
Zombie4_Run_2.png 8447 577 7
Zombie_Run.png 8347 573 1
Zombie_Run.png 8283 569 1
Zombie4_Run_2.png 8147 565 7
Zombie2_Run_2.png 8047 557 3
Zombie3_Run_2.png 7983 577 5
Zombie2_Run_2.png 7883 577 3
Zombie4_Run_2.png 7783 569 7
Zombie_Run.png 7683 577 1
Zombie_Run.png 7547 569 1
Zombie3_Run_2.png 7447 589 5
Zombie4_Run_2.png 7347 565 7
Zombie2_Run_2.png 7247 577 3
Zombie2_Run_2.png 7183 573 3
Zombie2_Run_2.png 7083 573 3
Zombie2_Run_2.png 6983 577 3
Zombie4_Run_2.png 6883 573 7
Zombie2_Run_2.png 6783 577 3
Zombie4_Run_2.png 6683 581 7
Zombie_Run.png 6583 573 1
Zombie4_Run_2.png 6483 585 7
Zombie_Run.png 6347 577 1
Zombie3_Run_2.png 6283 569 5
Zombie4_Run_2.png 6147 569 7
Zombie_Run.png 6083 585 1
Zombie4_Run_2.png 5983 585 7
Zombie4_Run_2.png 5847 577 7
Zombie3_Run_2.png 5783 561 5
Zombie4_Run_2.png 5683 573 7
Zombie4_Run_2.png 5583 573 7
Zombie4_Run_2.png 5447 581 7
Zombie_Run.png 5383 585 1
Zombie4_Run_2.png 5283 577 7
Zombie3_Run_2.png 5147 565 5
Zombie3_Run_2.png 5083 577 5
Zombie3_Run_2.png 4983 565 5
Zombie3_Run_2.png 4847 577 5
Zombie3_Run_2.png 4783 577 5
Zombie3_Run_2.png 4683 585 5
Zombie3_Run_2.png 4547 565 5
Zombie3_Run_2.png 4483 585 5
Zombie2_Run_2.png 4347 565 3
Zombie3_Run_2.png 4247 573 5
Zombie2_Run_2.png 4183 589 3
Zombie_Run.png 4083 581 1
Zombie_Run.png 3947 561 1
Zombie4_Run_2.png 3883 585 7
Zombie4_Run_2.png 3747 569 7
Zombie4_Run_2.png 3647 557 7
Zombie2_Run_2.png 3583 585 3
Zombie_Run.png 3483 577 1
Zombie4_Run_2.png 3383 565 7
Zombie2_Run_2.png 3283 581 3
Zombie_Run.png 3147 577 1
Zombie_Run.png 3047 569 1
Zombie_Run.png 2983 577 1
Zombie2_Run_2.png 2847 569 3
Zombie_Run.png 2747 577 1
Zombie3_Run_2.png 2647 569 5
Zombie2_Run_2.png 2583 569 3
Zombie2_Run_2.png 2447 585 3
Zombie_Run.png 2347 573 1
Zombie3_Run_2.png 2283 569 5
Zombie3_Run_2.png 2147 577 5
Zombie3_Run_2.png 2047 573 5
Zombie3_Run_2.png 1983 577 5
Zombie3_Run_2.png 1883 577 5
Zombie_Run.png 1747 577 1
Zombie2_Run_2.png 1647 577 3
Zombie4_Run_2.png 1547 585 7
Zombie4_Run_2.png 1447 609 7
Zombie2_Run_2.png 1347 581 3
Zombie4_Run_2.png 1247 589 7
Zombie4_Run_2.png 1183 593 7
Zombie3_Run_2.png 1047 581 5
Zombie_Run.png 749 577 1
Zombie3_Run_2.png 677 605 5
Zombie4_Run_2.png 627 589 7
Zombie_Run.png 473 1409 1
Zombie2_Run_2.png 527 641 3
Zombie3_Run_2.png 513 3117 5
Zombie4_Run_2.png 463 3117 7
Zombie_Run.png 413 3117 1
Zombie_Run.png 717 3117 1
Zombie3_Run_2.png 917 3117 5
