575;428;40
0;-1;0;0
-1169;339
17162;Fraunhofer Diffraction - Take Me Back.mp3
Zombie3_Run_2.png;9267;411;5
Zombie3_Run_2.png;9167;411;5
Zombie4_Run_2.png;9067;415;7
Zombie3_Run_2.png;9295;415;5
Zombie_Run.png;9195;415;1
Zombie_Run.png;8767;419;1
Zombie_Run.png;8667;415;1
Zombie2_Run_2.png;8567;415;3
Zombie_Run.png;8795;419;1
Zombie3_Run_2.png;8695;415;5
Zombie_Run.png;8267;415;1
Zombie2_Run_2.png;8495;411;3
Zombie3_Run_2.png;8067;415;5
Zombie2_Run_2.png;8295;415;3
Zombie_Run.png;8195;415;1
Zombie2_Run_2.png;7767;411;3
Zombie4_Run_2.png;7667;415;7
Zombie_Run.png;7567;415;1
Zombie2_Run_2.png;7795;415;3
Zombie4_Run_2.png;7367;415;7
Zombie_Run.png;7267;411;1
Zombie2_Run_2.png;7495;411;3
Zombie3_Run_2.png;7395;411;5
Zombie3_Run_2.png;6967;415;5
Zombie_Run.png;7195;411;1
Zombie4_Run_2.png;6767;411;7
Zombie3_Run_2.png;6995;415;5
Zombie3_Run_2.png;6567;415;5
Zombie3_Run_2.png;6795;423;5
Zombie2_Run_2.png;6367;415;3
Zombie4_Run_2.png;6267;415;7
Zombie_Run.png;6167;415;1
Zombie4_Run_2.png;6067;415;7
Zombie3_Run_2.png;6295;415;5
Zombie_Run.png;5867;419;1
Zombie_Run.png;5767;415;1
Zombie2_Run_2.png;5995;419;3
Zombie3_Run_2.png;5567;415;5
Zombie2_Run_2.png;5467;411;3
Zombie3_Run_2.png;5695;415;5
Zombie_Run.png;5595;415;1
Zombie4_Run_2.png;5495;415;7
Zombie2_Run_2.png;5067;423;3
Zombie4_Run_2.png;4967;415;7
Zombie2_Run_2.png;5195;411;3
Zombie_Run.png;4767;415;1
Zombie2_Run_2.png;4995;415;3
Zombie_Run.png;4895;415;1
Zombie2_Run_2.png;4795;415;3
Zombie2_Run_2.png;4367;415;3
Zombie4_Run_2.png;4267;415;7
Zombie4_Run_2.png;4167;411;7
Zombie3_Run_2.png;4395;415;5
Zombie4_Run_2.png;3967;415;7
Zombie4_Run_2.png;4195;411;7
Zombie2_Run_2.png;3767;415;3
Zombie_Run.png;3667;411;1
Zombie2_Run_2.png;3895;415;3
Zombie4_Run_2.png;3795;415;7
Zombie3_Run_2.png;3695;415;5
Zombie4_Run_2.png;3267;415;7
Zombie4_Run_2.png;3495;415;7
Zombie2_Run_2.png;3395;411;3
Zombie4_Run_2.png;3295;411;7
Zombie4_Run_2.png;3195;415;7
Zombie4_Run_2.png;3095;411;7
Zombie4_Run_2.png;2995;415;7
Zombie2_Run_2.png;2895;419;3
Zombie4_Run_2.png;2795;415;7
Zombie4_Run_2.png;2367;415;7
Zombie2_Run_2.png;2267;423;3
Zombie2_Run_2.png;2495;415;3
Zombie_Run.png;2395;415;1
Zombie_Run.png;2295;415;1
Zombie4_Run_2.png;1867;415;7
Zombie_Run.png;1767;415;1
Zombie2_Run_2.png;1667;415;3
Zombie2_Run_2.png;1895;415;3
Zombie2_Run_2.png;1795;419;3
Zombie2_Run_2.png;1695;415;3
Zombie2_Run_2.png;1267;415;3
Zombie3_Run_2.png;1495;415;5
Zombie2_Run_2.png;1067;419;3
Zombie3_Run_2.png;967;415;5
Zombie4_Run_2.png;1195;415;7
Zombie4_Run_2.png;1095;415;7
Zombie_Run.png;995;415;1
Zombie_Run.png;495;415;1
Zombie_Run.png;66;903;1
Zombie3_Run_2.png;86;859;5
Zombie_Run.png;531;415;1
Zombie_Run.png;531;411;1
Zombie_Run.png;531;411;1
Zombie_Run.png;43;2611;1
Zombie2_Run_2.png;499;2255;3
Zombie4_Run_2.png;495;2611;7
Zombie3_Run_2.png;414;2611;5
Zombie_Run.png;-433;2611;1
Zombie2_Run_2.png;-205;2611;3
Zombie2_Run_2.png;-633;2611;3
Zombie_Run.png;-733;2611;1
