575;428;50
0;-1;0;0
-467;305
3370;Fraunhofer Diffraction - Burning Bridges.mp3
Zombie_Run.png;9934;399;1
Zombie4_Run_2.png;10232;399;7
Zombie_Run.png;10132;395;1
Zombie3_Run_2.png;10032;395;5
Zombie3_Run_2.png;9932;395;5
Zombie_Run.png;9434;407;1
Zombie2_Run_2.png;9732;379;3
Zombie4_Run_2.png;9234;399;7
Zombie3_Run_2.png;9134;399;5
Zombie_Run.png;9034;399;1
Zombie3_Run_2.png;8934;399;5
Zombie_Run.png;8834;395;1
Zombie_Run.png;9132;395;1
Zombie3_Run_2.png;9032;399;5
Zombie_Run.png;8932;395;1
Zombie2_Run_2.png;8434;395;3
Zombie3_Run_2.png;8334;391;5
Zombie_Run.png;8234;391;1
Zombie3_Run_2.png;8134;391;5
Zombie2_Run_2.png;8432;395;3
Zombie_Run.png;8332;387;1
Zombie2_Run_2.png;7834;395;3
Zombie3_Run_2.png;7734;403;5
Zombie2_Run_2.png;8032;395;3
Zombie_Run.png;7534;415;1
Zombie4_Run_2.png;7832;395;7
Zombie2_Run_2.png;7732;403;3
Zombie4_Run_2.png;7632;379;7
Zombie3_Run_2.png;7134;395;5
Zombie4_Run_2.png;7034;399;7
Zombie2_Run_2.png;6934;399;3
Zombie4_Run_2.png;7232;399;7
Zombie2_Run_2.png;6734;411;3
Zombie4_Run_2.png;6634;399;7
Zombie_Run.png;6932;399;1
Zombie3_Run_2.png;6832;399;5
Zombie4_Run_2.png;6732;411;7
Zombie3_Run_2.png;6234;383;5
Zombie4_Run_2.png;6134;407;7
Zombie3_Run_2.png;6034;411;5
Zombie3_Run_2.png;5934;399;5
Zombie2_Run_2.png;6232;383;3
Zombie3_Run_2.png;6132;407;5
Zombie3_Run_2.png;5634;395;5
Zombie_Run.png;5534;407;1
Zombie3_Run_2.png;5832;387;5
Zombie2_Run_2.png;5732;395;3
Zombie_Run.png;5234;407;1
Zombie3_Run_2.png;5134;395;5
Zombie2_Run_2.png;5034;403;3
Zombie2_Run_2.png;4934;411;3
Zombie4_Run_2.png;4834;399;7
Zombie2_Run_2.png;5132;399;3
Zombie3_Run_2.png;5032;403;5
Zombie_Run.png;4932;407;1
Zombie3_Run_2.png;4434;395;5
Zombie2_Run_2.png;4334;399;3
Zombie2_Run_2.png;4632;391;3
Zombie_Run.png;4134;403;1
Zombie3_Run_2.png;4034;399;5
Zombie4_Run_2.png;3934;395;7
Zombie3_Run_2.png;3834;403;5
Zombie3_Run_2.png;3734;403;5
Zombie3_Run_2.png;4032;399;5
Zombie2_Run_2.png;3534;399;3
Zombie_Run.png;3832;403;1
Zombie4_Run_2.png;3732;403;7
Zombie2_Run_2.png;3632;399;3
Zombie2_Run_2.png;3134;387;3
Zombie3_Run_2.png;3432;391;5
Zombie3_Run_2.png;2934;391;5
Zombie2_Run_2.png;3232;399;3
Zombie4_Run_2.png;2734;399;7
Zombie_Run.png;2634;391;1
Zombie_Run.png;2932;395;1
Zombie2_Run_2.png;2832;399;3
Zombie_Run.png;2732;395;1
Zombie4_Run_2.png;2632;391;7
Zombie4_Run_2.png;2134;399;7
Zombie3_Run_2.png;2432;399;5
Zombie_Run.png;2332;391;1
Zombie_Run.png;2232;403;1
Zombie_Run.png;1734;407;1
Zombie3_Run_2.png;2032;403;5
Zombie_Run.png;1534;419;1
Zombie_Run.png;1832;399;1
Zombie3_Run_2.png;1732;415;5
Zombie4_Run_2.png;1632;411;7
Zombie3_Run_2.png;1134;415;5
Zombie_Run.png;1432;403;1
Zombie3_Run_2.png;934;419;5
Zombie2_Run_2.png;1232;407;3
Zombie4_Run_2.png;1132;415;7
Zombie4_Run_2.png;634;483;7
Zombie_Run.png;932;431;1
Zombie3_Run_2.png;832;403;5
Zombie3_Run_2.png;732;431;5
Zombie_Run.png;234;903;1
Zombie2_Run_2.png;532;903;3
Zombie4_Run_2.png;34;903;7
Zombie4_Run_2.png;-66;903;7
