575;428;50
0;-1;0;0
52629;deadmau5 - GG.mp3;-2824;225
Zombie2_Run_2.png;7966;361;3
Zombie_Run.png;7486;361;1
Zombie2_Run_2.png;7386;453;3
Zombie4_Run_2.png;7666;397;7
Zombie3_Run_2.png;7566;417;5
Zombie3_Run_2.png;7086;449;5
Zombie3_Run_2.png;6986;425;5
Zombie3_Run_2.png;7266;421;5
Zombie3_Run_2.png;6786;421;5
Zombie3_Run_2.png;6686;413;5
Zombie2_Run_2.png;6586;477;3
Zombie3_Run_2.png;6866;457;5
Zombie_Run.png;6386;481;1
Zombie_Run.png;6286;497;1
Zombie2_Run_2.png;6566;457;3
Zombie4_Run_2.png;6466;497;7
Zombie4_Run_2.png;6366;473;7
Zombie_Run.png;6266;509;1
Zombie4_Run_2.png;6166;473;7
Zombie4_Run_2.png;5686;505;7
Zombie4_Run_2.png;5966;545;7
Zombie_Run.png;5486;513;1
Zombie2_Run_2.png;5766;517;3
Zombie_Run.png;5666;505;1
Zombie4_Run_2.png;5566;533;7
Zombie3_Run_2.png;5086;521;5
Zombie2_Run_2.png;5366;537;3
Zombie2_Run_2.png;5266;533;3
Zombie3_Run_2.png;4786;537;5
Zombie_Run.png;5066;497;1
Zombie2_Run_2.png;4966;505;3
Zombie4_Run_2.png;4866;521;7
Zombie3_Run_2.png;4766;545;5
Zombie4_Run_2.png;4286;545;7
Zombie3_Run_2.png;4566;529;5
Zombie4_Run_2.png;4086;521;7
Zombie4_Run_2.png;3986;537;7
Zombie3_Run_2.png;3886;529;5
Zombie3_Run_2.png;3786;545;5
Zombie_Run.png;4066;509;1
Zombie4_Run_2.png;3966;545;7
Zombie_Run.png;3866;525;1
Zombie_Run.png;3386;557;1
Zombie3_Run_2.png;3666;513;5
Zombie3_Run_2.png;3186;553;5
Zombie_Run.png;3086;557;1
Zombie3_Run_2.png;3366;549;5
Zombie4_Run_2.png;2886;541;7
Zombie2_Run_2.png;3166;565;3
Zombie3_Run_2.png;3066;561;5
Zombie2_Run_2.png;2586;549;3
Zombie3_Run_2.png;2486;537;5
Zombie4_Run_2.png;2386;525;7
Zombie4_Run_2.png;2666;537;7
Zombie2_Run_2.png;2566;545;3
Zombie2_Run_2.png;2086;573;3
Zombie2_Run_2.png;2366;541;3
Zombie2_Run_2.png;1886;541;3
Zombie4_Run_2.png;2166;549;7
Zombie2_Run_2.png;2066;545;3
Zombie4_Run_2.png;1586;561;7
Zombie_Run.png;1866;545;1
Zombie4_Run_2.png;1766;541;7
Zombie3_Run_2.png;1286;549;5
Zombie_Run.png;1566;549;1
Zombie_Run.png;1086;553;1
Zombie4_Run_2.png;1366;557;7
Zombie4_Run_2.png;886;533;7
Zombie_Run.png;786;549;1
Zombie4_Run_2.png;1066;549;7
Zombie_Run.png;454;573;1
Zombie_Run.png;382;533;1
Zombie2_Run_2.png;318;545;3
Zombie4_Run_2.png;254;549;7
Zombie2_Run_2.png;200;505;3
Zombie4_Run_2.png;200;505;7
Zombie2_Run_2.png;-165;549;3
Zombie4_Run_2.png;200;505;7
Zombie4_Run_2.png;-301;533;7
Zombie3_Run_2.png;-365;541;5
Zombie_Run.png;-576;553;1
Zombie3_Run_2.png;-576;557;5
Zombie4_Run_2.png;-576;557;7
Zombie_Run.png;-576;553;1
Zombie4_Run_2.png;214;507;7
Zombie_Run.png;-576;545;1
Zombie_Run.png;200;6679;1
Zombie2_Run_2.png;200;6807;3
Zombie4_Run_2.png;200;6807;7
Zombie2_Run_2.png;-1362;6065;3
Zombie2_Run_2.png;-1078;6805;3
Zombie2_Run_2.png;-1346;6805;3
Zombie4_Run_2.png;434;6807;7
Zombie_Run.png;-603;6805;1
Zombie4_Run_2.png;726;6807;7
Zombie2_Run_2.png;-561;6805;3
Zombie4_Run_2.png;-1634;6805;7
Zombie3_Run_2.png;-2114;6805;5
Zombie2_Run_2.png;-2214;6805;3
Zombie2_Run_2.png;-2314;6805;3
Zombie4_Run_2.png;-2414;6805;7
