741;560;13
0;-1;166;132
39445;Fraunhofer Diffraction - Burning Bridges.mp3;-2823;338
Zombie2_Run_2.png;7954;468;3
Zombie_Run.png;7500;452;1
Zombie2_Run_2.png;7400;568;3
Zombie4_Run_2.png;7680;452;7
Zombie3_Run_2.png;7554;488;5
Zombie3_Run_2.png;7074;524;5
Zombie3_Run_2.png;7000;540;5
Zombie3_Run_2.png;7254;548;5
Zombie3_Run_2.png;6800;552;5
Zombie3_Run_2.png;6700;552;5
Zombie2_Run_2.png;6600;588;3
Zombie3_Run_2.png;6854;568;5
Zombie_Run.png;6400;604;1
Zombie_Run.png;6300;612;1
Zombie2_Run_2.png;6554;572;3
Zombie4_Run_2.png;6480;616;7
Zombie4_Run_2.png;6354;596;7
Zombie_Run.png;6254;628;1
Zombie4_Run_2.png;6180;584;7
Zombie4_Run_2.png;5674;620;7
Zombie4_Run_2.png;5954;656;7
Zombie_Run.png;5474;664;1
Zombie2_Run_2.png;5780;636;3
Zombie_Run.png;5680;616;1
Zombie4_Run_2.png;5554;648;7
Zombie3_Run_2.png;5074;612;5
Zombie2_Run_2.png;5380;636;3
Zombie2_Run_2.png;5280;652;3
Zombie3_Run_2.png;4774;652;5
Zombie_Run.png;5080;628;1
Zombie2_Run_2.png;4980;620;3
Zombie4_Run_2.png;4880;652;7
Zombie3_Run_2.png;4754;660;5
Zombie4_Run_2.png;4300;656;7
Zombie3_Run_2.png;4580;656;5
Zombie4_Run_2.png;4100;632;7
Zombie4_Run_2.png;3974;664;7
Zombie3_Run_2.png;3900;644;5
Zombie3_Run_2.png;3800;644;5
Zombie_Run.png;4080;640;1
Zombie4_Run_2.png;3954;656;7
Zombie_Run.png;3880;644;1
Zombie_Run.png;3374;660;1
Zombie3_Run_2.png;3680;620;5
Zombie3_Run_2.png;3174;684;5
Zombie_Run.png;3100;664;1
Zombie3_Run_2.png;3354;664;5
Zombie4_Run_2.png;2900;652;7
Zombie2_Run_2.png;3180;672;3
Zombie3_Run_2.png;3080;668;5
Zombie2_Run_2.png;2574;668;3
Zombie3_Run_2.png;2500;648;5
Zombie4_Run_2.png;2400;644;7
Zombie4_Run_2.png;2680;680;7
Zombie2_Run_2.png;2554;648;3
Zombie2_Run_2.png;2074;656;3
Zombie2_Run_2.png;2354;656;3
Zombie2_Run_2.png;1900;648;3
Zombie4_Run_2.png;2154;680;7
Zombie2_Run_2.png;2080;684;3
Zombie4_Run_2.png;1574;664;7
Zombie_Run.png;1854;668;1
Zombie4_Run_2.png;1754;656;7
Zombie3_Run_2.png;1274;664;5
Zombie_Run.png;1554;660;1
Zombie4_Run_2.png;1380;668;7
Zombie4_Run_2.png;717;678;2
Zombie_Run.png;719;674;1
Zombie4_Run_2.png;717;674;5
Zombie2_Run_2.png;719;654;2
Zombie4_Run_2.png;717;674;7
Zombie2_Run_2.png;-177;648;3
Zombie4_Run_2.png;717;674;7
Zombie4_Run_2.png;-313;660;7
Zombie3_Run_2.png;-377;652;5
Zombie_Run.png;-588;668;1
Zombie3_Run_2.png;-562;648;5
Zombie4_Run_2.png;-588;672;7
Zombie_Run.png;-588;668;1
Zombie4_Run_2.png;719;672;7
Zombie_Run.png;-562;648;1
Zombie_Run.png;717;11568;1
Zombie2_Run_2.png;717;11696;3
Zombie4_Run_2.png;719;11696;7
Zombie2_Run_2.png;-1374;10952;3
Zombie2_Run_2.png;-1064;11692;3
Zombie2_Run_2.png;-1332;11692;3
Zombie4_Run_2.png;719;11696;7
Zombie_Run.png;-589;11692;1
Zombie4_Run_2.png;719;11696;7
Zombie2_Run_2.png;-547;11692;3
Zombie4_Run_2.png;-1620;11692;7
Zombie3_Run_2.png;-2100;11692;5
Zombie2_Run_2.png;-2200;11692;3
Zombie2_Run_2.png;-2326;11692;3
