575 428 50
0 -1 0 0
Zombie_Run.png 9650 -42 1
Zombie4_Run_2.png 9550 -34 7
Zombie4_Run_2.png 9526 -42 7
Zombie2_Run_2.png 9350 -42 3
Zombie4_Run_2.png 9250 -42 7
Zombie_Run.png 9150 -42 1
Zombie2_Run_2.png 9126 -42 3
Zombie2_Run_2.png 8950 -38 3
Zombie4_Run_2.png 8926 -38 7
Zombie2_Run_2.png 8826 -42 3
Zombie3_Run_2.png 8726 -42 5
Zombie_Run.png 8550 -38 1
Zombie2_Run_2.png 8450 -42 3
Zombie2_Run_2.png 8426 -38 3
Zombie3_Run_2.png 8326 -38 5
Zombie4_Run_2.png 8226 -30 7
Zombie4_Run_2.png 8050 -2 7
Zombie2_Run_2.png 8026 34 3
Zombie4_Run_2.png 7850 70 7
Zombie_Run.png 7750 90 1
Zombie3_Run_2.png 7650 50 5
Zombie3_Run_2.png 7550 14 5
Zombie3_Run_2.png 7450 86 5
Zombie_Run.png 7426 50 1
Zombie3_Run_2.png 7250 94 5
Zombie_Run.png 7226 82 1
Zombie3_Run_2.png 7050 94 5
Zombie3_Run_2.png 6950 114 5
Zombie2_Run_2.png 6850 78 3
Zombie4_Run_2.png 6826 74 7
Zombie4_Run_2.png 6726 218 7
Zombie4_Run_2.png 6626 170 7
Zombie2_Run_2.png 6450 -6 3
Zombie2_Run_2.png 6426 134 3
Zombie_Run.png 6326 54 1
Zombie_Run.png 6150 150 1
Zombie4_Run_2.png 6126 154 7
Zombie2_Run_2.png 5950 38 3
Zombie2_Run_2.png 5926 38 3
Zombie_Run.png 5750 174 1
Zombie2_Run_2.png 5650 154 3
Zombie_Run.png 5550 90 1
Zombie_Run.png 5450 34 1
Zombie4_Run_2.png 5426 -10 7
Zombie2_Run_2.png 5326 -38 3
Zombie_Run.png 5226 -42 1
Zombie2_Run_2.png 5126 -42 3
Zombie4_Run_2.png 4950 -42 7
Zombie3_Run_2.png 4850 -38 5
Zombie3_Run_2.png 4826 -34 5
Zombie4_Run_2.png 4726 -38 7
Zombie2_Run_2.png 4550 -34 3
Zombie2_Run_2.png 4450 -38 3
Zombie4_Run_2.png 4426 -30 7
Zombie4_Run_2.png 4250 -38 7
Zombie2_Run_2.png 4226 -30 3
Zombie4_Run_2.png 4126 -38 7
Zombie2_Run_2.png 4026 -38 3
Zombie2_Run_2.png 3926 -38 3
Zombie2_Run_2.png 3750 -34 3
Zombie2_Run_2.png 3726 -34 3
Zombie3_Run_2.png 3626 -30 5
Zombie_Run.png 3526 -42 1
Zombie4_Run_2.png 3426 -38 7
Zombie3_Run_2.png 3326 -38 5
Zombie3_Run_2.png 3226 -38 5
Zombie3_Run_2.png 3050 -42 5
Zombie4_Run_2.png 2950 -38 7
Zombie_Run.png 2926 -34 1
Zombie_Run.png 2826 -34 1
Zombie_Run.png 2726 -38 1
Zombie4_Run_2.png 2626 -34 7
Zombie3_Run_2.png 2526 -38 5
Zombie_Run.png 2426 -26 1
Zombie2_Run_2.png 2326 -34 3
Zombie2_Run_2.png 2150 -34 3
Zombie3_Run_2.png 2050 -42 5
Zombie_Run.png 1950 -34 1
Zombie4_Run_2.png 1926 -42 7
Zombie3_Run_2.png 1750 -34 5
Zombie4_Run_2.png 1650 -38 7
Zombie4_Run_2.png 1626 -38 7
Zombie4_Run_2.png 1526 -38 7
Zombie3_Run_2.png 1350 -34 5
Zombie4_Run_2.png 1326 -30 7
Zombie_Run.png 1150 1398 1
Zombie4_Run_2.png 1126 206 7
Zombie2_Run_2.png 1026 558 3
Zombie_Run.png 574 748 1
Zombie2_Run_2.png 516 1670 3
Zombie4_Run_2.png 537 1670 7
Zombie2_Run_2.png 427 1670 3
Zombie2_Run_2.png 427 1670 3
Zombie4_Run_2.png 547 1670 7
Zombie2_Run_2.png 576 1670 3
Zombie_Run.png 502 1672 1
Zombie3_Run_2.png 402 1672 5
Zombie3_Run_2.png 302 1672 5
Zombie4_Run_2.png -150 1670 7
Zombie_Run.png -174 1670 1
Zombie2_Run_2.png -274 1670 3
