575;428;50
0;-1;0;0
1877;Fraunhofer Diffraction - Take Me Back.mp3;-425;120
Zombie_Run.png;10067;196;1
Zombie2_Run_2.png;10183;192;3
Zombie4_Run_2.png;10083;196;7
Zombie2_Run_2.png;9767;196;3
Zombie2_Run_2.png;9667;204;3
Zombie3_Run_2.png;9783;196;5
Zombie3_Run_2.png;9467;192;5
Zombie2_Run_2.png;9583;196;3
Zombie_Run.png;9267;200;1
Zombie_Run.png;9383;196;1
Zombie4_Run_2.png;9283;196;7
Zombie2_Run_2.png;9183;196;3
Zombie4_Run_2.png;9083;196;7
Zombie3_Run_2.png;8983;196;5
Zombie3_Run_2.png;8883;196;5
Zombie_Run.png;8783;196;1
Zombie2_Run_2.png;8683;196;3
Zombie2_Run_2.png;8583;200;3
Zombie3_Run_2.png;8267;196;5
Zombie3_Run_2.png;8383;196;5
Zombie4_Run_2.png;8283;196;7
Zombie_Run.png;7967;196;1
Zombie_Run.png;8083;192;1
Zombie_Run.png;7983;196;1
Zombie3_Run_2.png;7883;196;5
Zombie3_Run_2.png;7567;196;5
Zombie4_Run_2.png;7683;196;7
Zombie4_Run_2.png;7367;196;7
Zombie3_Run_2.png;7483;196;5
Zombie_Run.png;7383;196;1
Zombie_Run.png;7283;196;1
Zombie_Run.png;6967;196;1
Zombie_Run.png;7083;196;1
Zombie3_Run_2.png;6983;196;5
Zombie_Run.png;6667;196;1
Zombie3_Run_2.png;6783;204;5
Zombie2_Run_2.png;6467;204;3
Zombie2_Run_2.png;6583;196;3
Zombie3_Run_2.png;6483;196;5
Zombie_Run.png;6383;196;1
Zombie3_Run_2.png;6067;196;5
Zombie_Run.png;5967;196;1
Zombie_Run.png;5867;196;1
Zombie2_Run_2.png;5983;196;3
Zombie4_Run_2.png;5883;200;7
Zombie2_Run_2.png;5783;196;3
Zombie_Run.png;5467;192;1
Zombie_Run.png;5583;196;1
Zombie2_Run_2.png;5483;192;3
Zombie4_Run_2.png;5167;196;7
Zombie2_Run_2.png;5283;196;3
Zombie2_Run_2.png;5183;192;3
Zombie2_Run_2.png;5083;196;3
Zombie3_Run_2.png;4983;200;5
Zombie2_Run_2.png;4883;200;3
Zombie4_Run_2.png;4783;204;7
Zombie_Run.png;4467;196;1
Zombie3_Run_2.png;4583;192;5
Zombie3_Run_2.png;4483;196;5
Zombie4_Run_2.png;4167;192;7
Zombie4_Run_2.png;4283;192;7
Zombie4_Run_2.png;4183;192;7
Zombie_Run.png;3867;196;1
Zombie4_Run_2.png;3983;196;7
Zombie4_Run_2.png;3883;196;7
Zombie3_Run_2.png;3783;196;5
Zombie2_Run_2.png;3683;196;3
Zombie4_Run_2.png;3583;196;7
Zombie3_Run_2.png;3483;192;5
Zombie_Run.png;3167;196;1
Zombie4_Run_2.png;3283;200;7
Zombie4_Run_2.png;3183;196;7
Zombie3_Run_2.png;3083;196;5
Zombie2_Run_2.png;2983;196;3
Zombie_Run.png;2883;204;1
Zombie4_Run_2.png;2567;196;7
Zombie4_Run_2.png;2467;196;7
Zombie3_Run_2.png;2583;196;5
Zombie3_Run_2.png;2267;196;5
Zombie3_Run_2.png;2167;196;5
Zombie2_Run_2.png;2283;196;3
Zombie_Run.png;1967;196;1
Zombie3_Run_2.png;2083;200;5
Zombie3_Run_2.png;1767;196;5
Zombie_Run.png;1883;196;1
Zombie_Run.png;1567;196;1
Zombie2_Run_2.png;1683;196;3
Zombie3_Run_2.png;1583;192;5
Zombie4_Run_2.png;1483;196;7
Zombie3_Run_2.png;1383;192;5
Zombie4_Run_2.png;1067;196;7
Zombie3_Run_2.png;1183;192;5
Zombie2_Run_2.png;1083;352;3
Zombie4_Run_2.png;767;536;7
Zombie4_Run_2.png;883;536;7
Zombie4_Run_2.png;567;536;7
Zombie4_Run_2.png;683;536;7
Zombie4_Run_2.png;367;536;7
Zombie3_Run_2.png;267;536;5
Zombie_Run.png;167;536;1
Zombie_Run.png;67;536;1
