575 428 48
0 -1 0 0
-3960 508
84906|||Fraunhofer Diffraction - Take Me Back.mp3
Zombie3_Run_2.png 6994 588 5
Zombie_Run.png 6894 584 1
Zombie3_Run_2.png 6794 588 5
Zombie_Run.png 6694 584 1
Zombie2_Run_2.png 5886 584 3
Zombie4_Run_2.png 6494 588 7
Zombie4_Run_2.png 5686 584 7
Zombie2_Run_2.png 6294 604 3
Zombie3_Run_2.png 5486 584 5
Zombie3_Run_2.png 5386 588 5
Zombie_Run.png 5994 584 1
Zombie2_Run_2.png 5186 580 3
Zombie4_Run_2.png 5086 584 7
Zombie2_Run_2.png 4986 580 3
Zombie4_Run_2.png 4886 584 7
Zombie2_Run_2.png 4786 580 3
Zombie3_Run_2.png 5394 584 5
Zombie_Run.png 5294 584 1
Zombie_Run.png 5194 580 1
Zombie3_Run_2.png 4386 584 5
Zombie2_Run_2.png 4286 584 3
Zombie4_Run_2.png 4186 584 7
Zombie4_Run_2.png 4794 580 7
Zombie3_Run_2.png 4694 580 5
Zombie_Run.png 4594 588 1
Zombie2_Run_2.png 3786 584 3
Zombie_Run.png 4394 580 1
Zombie2_Run_2.png 4294 580 3
Zombie2_Run_2.png 4194 584 3
Zombie2_Run_2.png 4094 584 3
Zombie_Run.png 3994 580 1
Zombie2_Run_2.png 3186 588 3
Zombie3_Run_2.png 3086 584 5
Zombie3_Run_2.png 2986 584 5
Zombie2_Run_2.png 2886 584 3
Zombie2_Run_2.png 2786 584 3
Zombie_Run.png 2686 584 1
Zombie_Run.png 2586 584 1
Zombie4_Run_2.png 2486 580 7
Zombie2_Run_2.png 3094 584 3
Zombie4_Run_2.png 2994 584 7
Zombie3_Run_2.png 2894 584 5
Zombie2_Run_2.png 2086 580 3
Zombie2_Run_2.png 1986 580 3
Zombie3_Run_2.png 1886 584 5
Zombie4_Run_2.png 1786 580 7
Zombie2_Run_2.png 2394 580 3
Zombie3_Run_2.png 1586 584 5
Zombie3_Run_2.png 2194 588 5
Zombie_Run.png 2094 584 1
Zombie4_Run_2.png 1994 580 7
Zombie2_Run_2.png 1894 584 3
Zombie_Run.png 1794 584 1
Zombie3_Run_2.png 1694 584 5
Zombie2_Run_2.png 1594 584 3
Zombie4_Run_2.png 786 584 7
Zombie2_Run_2.png 686 584 3
Zombie2_Run_2.png 586 580 3
Zombie3_Run_2.png 342 592 5
Zombie_Run.png 270 584 1
Zombie_Run.png 994 584 1
Zombie4_Run_2.png 894 580 7
Zombie4_Run_2.png 794 584 7
Zombie3_Run_2.png 551 582 5
Zombie4_Run_2.png 594 580 7
Zombie2_Run_2.png 572 580 3
Zombie3_Run_2.png 588 580 5
Zombie4_Run_2.png 588 580 7
Zombie2_Run_2.png 276 580 3
Zombie2_Run_2.png 276 580 3
Zombie2_Run_2.png -781 584 3
Zombie_Run.png -325 584 1
Zombie2_Run_2.png -909 584 3
Zombie3_Run_2.png -325 580 5
Zombie4_Run_2.png -167 588 7
Zombie2_Run_2.png -1354 584 3
Zombie_Run.png -325 580 1
Zombie_Run.png -1482 588 1
Zombie_Run.png -1162 584 1
Zombie2_Run_2.png -1162 584 3
Zombie3_Run_2.png -1474 588 5
Zombie3_Run_2.png -1274 584 5
Zombie_Run.png -2055 584 1
Zombie4_Run_2.png -1763 584 7
Zombie2_Run_2.png -1763 584 3
Zombie4_Run_2.png -1763 584 7
Zombie3_Run_2.png -1763 584 5
Zombie2_Run_2.png -2364 9200 3
Zombie3_Run_2.png -2644 5700 5
Zombie3_Run_2.png -2644 5732 5
Zombie2_Run_2.png -2644 5692 3
Zombie_Run.png -2644 5688 1
Zombie4_Run_2.png -2644 5692 7
Zombie4_Run_2.png -2644 10036 7
Zombie4_Run_2.png -2364 11016 7
Zombie_Run.png -2644 11016 1
Zombie2_Run_2.png -2588 11016 3
Zombie2_Run_2.png -2706 11016 3
Zombie_Run.png -2806 11016 1
Zombie3_Run_2.png -3614 11016 5
Zombie_Run.png -3714 11016 1
