575 428 33
0 -1 0 0
-901 409
18464;Fraunhofer Diffraction - Burning Bridges.mp3
Zombie4_Run_2.png 9789 505 7
Zombie4_Run_2.png 9689 497 7
Zombie_Run.png 9589 501 1
Zombie4_Run_2.png 9309 489 7
Zombie4_Run_2.png 9209 509 7
Zombie3_Run_2.png 9109 501 5
Zombie2_Run_2.png 9009 509 3
Zombie2_Run_2.png 9089 505 3
Zombie_Run.png 8989 505 1
Zombie3_Run_2.png 8889 489 5
Zombie_Run.png 8609 501 1
Zombie4_Run_2.png 8689 493 7
Zombie3_Run_2.png 8409 505 5
Zombie_Run.png 8489 501 1
Zombie2_Run_2.png 8209 497 3
Zombie2_Run_2.png 8289 501 3
Zombie3_Run_2.png 8189 501 5
Zombie_Run.png 8089 485 1
Zombie2_Run_2.png 7989 497 3
Zombie3_Run_2.png 7889 493 5
Zombie3_Run_2.png 7609 505 5
Zombie3_Run_2.png 7689 497 5
Zombie3_Run_2.png 7409 497 5
Zombie4_Run_2.png 7489 493 7
Zombie2_Run_2.png 7209 485 3
Zombie_Run.png 7109 517 1
Zombie2_Run_2.png 7009 493 3
Zombie2_Run_2.png 7089 517 3
Zombie2_Run_2.png 6809 501 3
Zombie4_Run_2.png 6709 497 7
Zombie_Run.png 6609 505 1
Zombie_Run.png 6689 501 1
Zombie_Run.png 6589 505 1
Zombie4_Run_2.png 6489 489 7
Zombie4_Run_2.png 6209 501 7
Zombie3_Run_2.png 6289 513 5
Zombie_Run.png 6189 501 1
Zombie_Run.png 5909 493 1
Zombie_Run.png 5989 509 1
Zombie4_Run_2.png 5709 517 7
Zombie_Run.png 5789 489 1
Zombie2_Run_2.png 5509 505 3
Zombie4_Run_2.png 5589 509 7
Zombie3_Run_2.png 5489 505 5
Zombie_Run.png 5389 493 1
Zombie4_Run_2.png 5289 505 7
Zombie_Run.png 5189 501 1
Zombie_Run.png 5089 509 1
Zombie2_Run_2.png 4989 521 3
Zombie3_Run_2.png 4709 505 5
Zombie_Run.png 4609 505 1
Zombie3_Run_2.png 4689 501 5
Zombie3_Run_2.png 4589 509 5
Zombie2_Run_2.png 4309 513 3
Zombie2_Run_2.png 4209 493 3
Zombie2_Run_2.png 4289 509 3
Zombie4_Run_2.png 4189 497 7
Zombie3_Run_2.png 3909 509 5
Zombie_Run.png 3809 501 1
Zombie4_Run_2.png 3889 501 7
Zombie_Run.png 3609 497 1
Zombie2_Run_2.png 3689 505 3
Zombie_Run.png 3409 505 1
Zombie2_Run_2.png 3309 505 3
Zombie2_Run_2.png 3209 501 3
Zombie3_Run_2.png 3109 505 5
Zombie2_Run_2.png 3189 501 3
Zombie3_Run_2.png 3089 497 5
Zombie2_Run_2.png 2809 505 3
Zombie_Run.png 2889 505 1
Zombie_Run.png 2609 505 1
Zombie4_Run_2.png 2509 497 7
Zombie3_Run_2.png 2409 497 5
Zombie3_Run_2.png 2309 501 5
Zombie_Run.png 2389 501 1
Zombie3_Run_2.png 2289 497 5
Zombie4_Run_2.png 2189 497 7
Zombie2_Run_2.png 2089 513 3
Zombie2_Run_2.png 1809 505 3
Zombie2_Run_2.png 1709 505 3
Zombie3_Run_2.png 1609 505 5
Zombie2_Run_2.png 1689 501 3
Zombie2_Run_2.png 1409 505 3
Zombie4_Run_2.png 1489 517 7
Zombie2_Run_2.png 1389 505 3
Zombie2_Run_2.png 1289 521 3
Zombie_Run.png 1009 509 1
Zombie3_Run_2.png 909 513 5
Zombie_Run.png 809 513 1
Zombie2_Run_2.png 140 509 3
Zombie_Run.png 140 509 1
Zombie3_Run_2.png 140 517 5
Zombie4_Run_2.png 530 505 7
Zombie3_Run_2.png 216 585 5
Zombie4_Run_2.png 216 585 7
Zombie2_Run_2.png 630 505 3
Zombie_Run.png 630 505 1
Zombie4_Run_2.png 140 2829 7
Zombie_Run.png 260 2829 1
Zombie3_Run_2.png -291 2829 5
Zombie4_Run_2.png -391 2829 7
