575 428 50
0 -1 0 0
Zombie_Run.png 10109 230 1
Zombie4_Run_2.png 10009 230 7
Zombie4_Run_2.png 10041 230 7
Zombie2_Run_2.png 9809 230 3
Zombie4_Run_2.png 9709 230 7
Zombie_Run.png 9609 230 1
Zombie2_Run_2.png 9641 230 3
Zombie2_Run_2.png 9409 230 3
Zombie4_Run_2.png 9441 230 7
Zombie2_Run_2.png 9341 230 3
Zombie3_Run_2.png 9241 230 5
Zombie_Run.png 9009 230 1
Zombie2_Run_2.png 8909 230 3
Zombie2_Run_2.png 8941 230 3
Zombie3_Run_2.png 8841 230 5
Zombie4_Run_2.png 8741 230 7
Zombie4_Run_2.png 8509 242 7
Zombie2_Run_2.png 8541 234 3
Zombie4_Run_2.png 8309 314 7
Zombie_Run.png 8209 286 1
Zombie3_Run_2.png 8109 230 5
Zombie3_Run_2.png 8009 230 5
Zombie3_Run_2.png 7909 254 5
Zombie_Run.png 7941 290 1
Zombie3_Run_2.png 7709 286 5
Zombie_Run.png 7741 290 1
Zombie3_Run_2.png 7509 242 5
Zombie3_Run_2.png 7409 342 5
Zombie2_Run_2.png 7309 282 3
Zombie4_Run_2.png 7341 274 7
Zombie4_Run_2.png 7241 342 7
Zombie4_Run_2.png 7141 398 7
Zombie2_Run_2.png 6909 270 3
Zombie2_Run_2.png 6941 282 3
Zombie_Run.png 6841 310 1
Zombie_Run.png 6609 374 1
Zombie4_Run_2.png 6641 390 7
Zombie2_Run_2.png 6409 234 3
Zombie2_Run_2.png 6441 234 3
Zombie_Run.png 6209 386 1
Zombie2_Run_2.png 6109 330 3
Zombie_Run.png 6009 282 1
Zombie_Run.png 5909 242 1
Zombie4_Run_2.png 5941 242 7
Zombie2_Run_2.png 5841 230 3
Zombie_Run.png 5741 230 1
Zombie2_Run_2.png 5641 230 3
Zombie4_Run_2.png 5409 230 7
Zombie3_Run_2.png 5309 230 5
Zombie3_Run_2.png 5341 230 5
Zombie4_Run_2.png 5241 230 7
Zombie2_Run_2.png 5009 230 3
Zombie2_Run_2.png 4909 230 3
Zombie4_Run_2.png 4941 230 7
Zombie4_Run_2.png 4709 230 7
Zombie2_Run_2.png 4741 230 3
Zombie4_Run_2.png 4641 230 7
Zombie2_Run_2.png 4541 230 3
Zombie2_Run_2.png 4441 230 3
Zombie2_Run_2.png 4209 230 3
Zombie2_Run_2.png 4241 230 3
Zombie3_Run_2.png 4141 230 5
Zombie_Run.png 4041 230 1
Zombie4_Run_2.png 3941 230 7
Zombie3_Run_2.png 3841 230 5
Zombie3_Run_2.png 3741 230 5
Zombie3_Run_2.png 3509 230 5
Zombie4_Run_2.png 3409 230 7
Zombie_Run.png 3441 230 1
Zombie_Run.png 3341 230 1
Zombie_Run.png 3241 230 1
Zombie4_Run_2.png 3141 230 7
Zombie3_Run_2.png 3041 230 5
Zombie_Run.png 2941 230 1
Zombie2_Run_2.png 2841 230 3
Zombie2_Run_2.png 2609 230 3
Zombie3_Run_2.png 2509 230 5
Zombie_Run.png 2409 230 1
Zombie4_Run_2.png 2441 230 7
Zombie3_Run_2.png 2209 230 5
Zombie4_Run_2.png 2109 230 7
Zombie4_Run_2.png 2141 230 7
Zombie4_Run_2.png 2041 230 7
Zombie3_Run_2.png 1809 230 5
Zombie4_Run_2.png 1841 230 7
Zombie_Run.png 1609 230 1
Zombie4_Run_2.png 1641 318 7
Zombie2_Run_2.png 1541 494 3
Zombie_Run.png 1441 494 1
Zombie2_Run_2.png 1209 494 3
Zombie4_Run_2.png 1241 494 7
Zombie2_Run_2.png 1009 494 3
Zombie2_Run_2.png 909 494 3
Zombie4_Run_2.png 809 494 7
Zombie2_Run_2.png 709 494 3
Zombie_Run.png 609 494 1
Zombie3_Run_2.png 641 494 5
Zombie3_Run_2.png 541 494 5
Zombie4_Run_2.png 309 494 7
Zombie_Run.png 341 494 1
Zombie2_Run_2.png 241 494 3
